,Unnamed: 0,start station id,start station name,start station latitude,start station longitude,covid_cases,trip count,tripduration_sum(mins),tripduration_mean(mins),usertype_member_count,geometry
1772,1772,5145.02,Albany St & Greenwich St,40.709267,-74.013247,0.1920694839817756,0.2603496044329138,1318969.8487,81778.0049,41152.0,POINT (-74.01324700000001 40.709267)
1773,1773,5146.03,Stanhope St & Fairview Ave,40.70998,-73.91116,0.1611129811810559,0.043348227154799655,155950.8005,37007.748,6746.0,POINT (-73.91116 40.70998)
1774,1774,5148.03,Leonard St & Maujer St,40.710368,-73.947059,0.12413350554414217,0.16057301175490854,567404.2516,64535.6647,29092.0,POINT (-73.947059 40.710368)
1775,1775,5156.05,S 4 St & Rodney St,40.70934,-73.95608,0.1108682653668156,0.1918820665577656,667949.9166,70451.4538,34078.0,POINT (-73.95608 40.70934)
1776,1776,5159.04,Pike St & Monroe St,40.711731,-73.99193,0.19685553389690988,0.19613000864802535,701454.9647,52933.9578,36679.0,POINT (-73.99193 40.711731)
1777,1777,5159.07,South St & Pike St,40.70991806921533,-73.99161100387573,0.19025986534290437,0.08673248774863074,359503.5173,51597.0836,14851.0,POINT (-73.99161100387573 40.70991806921533)
1778,1778,5164.04,Broadway & Berry St,40.710445,-73.96525,0.10038085790581328,0.2773413727939528,1064387.0312,75129.1183,47222.0,POINT (-73.96525 40.710445)
1779,1779,5164.05,Broadway and Berry St,40.710194945,-73.965277076,0.11382157431488286,0.05837016751545434,215017.8164,71339.06450000001,10747.0,POINT (-73.96527707600001 40.710194945)
1780,1780,5167.06,St James Pl & Pearl St,40.711174,-74.000165,0.1531975698975634,0.11406585311168765,396581.1327,46079.4743,22934.0,POINT (-74.000165 40.711174)
1781,1781,5170.01,Stagg St & Morgan Ave,40.710681,-73.93372,0.07167033738663435,0.05598795682393261,202541.0665,38231.5553,9240.0,POINT (-73.93371999999999 40.710681)
1782,1782,5175.08,Fulton St & Broadway,40.711066,-74.009447,0.25894290450671653,0.33254460139009,1460283.6141,101350.8425,57967.0,POINT (-74.00944699999999 40.711066)
1783,1783,5178.06,Graham Ave & Grand St,40.711863,-73.944024,0.10906737958419525,0.19498094231446783,667130.2467,67127.4039,34651.0,POINT (-73.944024 40.711863)
1784,1784,5181.04,Cherry St,40.712199,-73.979481,0.20883418243680746,0.20681992889401363,846735.0992,57355.7911,41754.0,POINT (-73.97948100000001 40.712199)
1785,1785,5184.08,West St & Liberty St,40.711444,-74.014847,0.4334411004788067,0.7130417027001057,3435464.1642,155303.5111,119767.0,POINT (-74.014847 40.711444)
1786,1786,5187.03,Hope St & Union Ave,40.711673,-73.951413,0.128594607605437,0.24483520707216297,845764.7018,77793.3019,43699.0,POINT (-73.951413 40.711673)
1787,1787,5190.07,Madison St & Clinton St,40.71269,-73.987763,0.15224487117560623,0.12130056692610744,399893.4148,38088.7857,25694.0,POINT (-73.987763 40.71269)
1788,1788,5190.09,Clinton St	& Cherry St,40.711471,-73.986726,0.25474857369127196,0.2321474328176548,835002.5981,67566.5358,44553.0,POINT (-73.986726 40.711471)
1789,1789,5198.04,Market St & Cherry St,40.710762,-73.994003,0.1900990182805241,0.15210114986707665,559428.0834,51797.7099,30509.0,POINT (-73.99400300000001 40.710762)
1790,1790,5204.05,S 4 St & Wythe Ave,40.712858,-73.965902,0.24280560533949094,0.4586976714390955,1890768.2489,173810.1224,76323.0,POINT (-73.965902 40.712858)
1791,1791,5207.01,Centre St & Chambers St,40.712732,-74.004607,0.2502178038437581,0.45187133660036516,2373488.1155,124877.7063,61166.0,POINT (-74.00460699999999 40.712732)
